car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties
Compact SUV,2020,2021-06-01,2021-06-30,5,06,,1.0,995
Compact SUV,2020,2021-06-01,2021-06-30,8,06,,1.0,995
Compact SUV,2020,2021-06-01,2021-06-30,16,06,,1.0,995
Compact SUV,2020,2021-07-01,2021-07-31,5,07,,1.0,1000
Compact SUV,2020,2021-07-01,2021-07-31,11,07,,1.0,1000
Compact SUV,2020,2021-08-01,2021-08-31,6,08,,1.0,1000
Compact SUV,2020,2021-08-01,2021-08-31,9,08,,1.0,1000
Compact SUV,2020,2021-08-01,2021-08-31,11,08,,1.0,1000
Compact SUV,2020,2021-08-01,2021-08-31,12,08,,3.0,1000
Compact SUV,2020,2021-08-01,2021-08-31,15,08,,1.0,1000
Compact SUV,2020,2021-08-01,2021-08-31,16,08,,1.0,1000
Compact SUV,2020,2021-09-01,2021-09-30,2,09,,1.0,1000
Compact SUV,2020,2021-09-01,2021-09-30,4,09,,1.0,1000
Compact SUV,2020,2021-09-01,2021-09-30,10,09,,2.0,1000
Compact SUV,2020,2021-09-01,2021-09-30,16,09,,2.0,1000
Compact SUV,2020,2021-10-01,2021-10-31,10,10,,2.0,1000
Compact SUV,2020,2021-10-01,2021-10-31,16,10,,1.0,1000
Compact SUV,2020,2021-10-01,2021-10-31,18,10,1.0,1.0,1000
Compact SUV,2020,2021-10-01,2021-10-31,22,10,1.0,,1000
Compact SUV,2020,2021-10-01,2021-10-31,23,10,1.0,,1000
Compact SUV,2020,2021-10-01,2021-10-31,24,10,1.0,,1000
Compact SUV,2020,2021-11-01,2021-11-30,8,11,,1.0,996
Compact SUV,2020,2021-11-01,2021-11-30,14,11,,1.0,996
Compact SUV,2020,2021-11-01,2021-11-30,21,11,3.0,1.0,996
Compact SUV,2020,2021-11-01,2021-11-30,23,11,,1.0,996
Compact SUV,2020,2021-11-01,2021-11-30,24,11,,1.0,996
Compact SUV,2020,2021-11-01,2021-11-30,25,11,2.0,,996
Compact SUV,2020,2021-12-01,2021-12-31,8,12,,1.0,991
Compact SUV,2020,2021-12-01,2021-12-31,14,12,,1.0,991
Compact SUV,2020,2021-12-01,2021-12-31,15,12,,1.0,991
Compact SUV,2020,2021-12-01,2021-12-31,18,12,,1.0,991
Compact SUV,2020,2021-12-01,2021-12-31,19,12,1.0,,991
Compact SUV,2020,2021-12-01,2021-12-31,20,12,1.0,,991
Compact SUV,2020,2021-12-01,2021-12-31,21,12,1.0,,991
Compact SUV,2020,2021-12-01,2021-12-31,22,12,2.0,,991
Compact SUV,2020,2021-12-01,2021-12-31,23,12,1.0,,991
Compact SUV,2020,2021-12-01,2021-12-31,24,12,1.0,,991
Compact SUV,2020,2021-12-01,2021-12-31,25,12,2.0,,991
Compact SUV,2020,2022-01-01,2022-01-31,12,01,,1.0,981
Compact SUV,2020,2022-01-01,2022-01-31,15,01,,1.0,981
Compact SUV,2020,2022-01-01,2022-01-31,16,01,1.0,1.0,981
Compact SUV,2020,2022-01-01,2022-01-31,22,01,1.0,,981
Compact SUV,2020,2022-01-01,2022-01-31,23,01,5.0,,981
Compact SUV,2020,2022-01-01,2022-01-31,24,01,1.0,,981
Compact SUV,2020,2022-01-01,2022-01-31,25,01,2.0,,981
Compact SUV,2020,2022-01-01,2022-01-31,26,01,1.0,,981
Compact SUV,2020,2022-02-01,2022-02-28,14,02,,1.0,971
Compact SUV,2020,2022-02-01,2022-02-28,17,02,,1.0,971
Compact SUV,2020,2022-02-01,2022-02-28,19,02,1.0,,971
Compact SUV,2020,2022-02-01,2022-02-28,21,02,4.0,,971
Compact SUV,2020,2022-02-01,2022-02-28,22,02,2.0,,971
Compact SUV,2020,2022-02-01,2022-02-28,23,02,2.0,1.0,971
Compact SUV,2020,2022-02-01,2022-02-28,24,02,,1.0,971
Compact SUV,2020,2022-02-01,2022-02-28,25,02,3.0,,971
Compact SUV,2020,2022-02-01,2022-02-28,26,02,4.0,,971
Compact SUV,2020,2022-03-01,2022-03-31,17,03,1.0,1.0,955
Compact SUV,2020,2022-03-01,2022-03-31,18,03,,1.0,955
Compact SUV,2020,2022-03-01,2022-03-31,19,03,1.0,,955
Compact SUV,2020,2022-03-01,2022-03-31,20,03,1.0,1.0,955
Compact SUV,2020,2022-03-01,2022-03-31,22,03,6.0,,955
Compact SUV,2020,2022-03-01,2022-03-31,23,03,2.0,,955
Compact SUV,2020,2022-03-01,2022-03-31,24,03,4.0,,955
Compact SUV,2020,2022-03-01,2022-03-31,25,03,7.0,,955
Compact SUV,2020,2022-03-01,2022-03-31,28,03,1.0,,955
Compact SUV,2020,2022-04-01,2022-04-30,17,04,,1.0,932
Compact SUV,2020,2022-04-01,2022-04-30,19,04,1.0,1.0,932
Compact SUV,2020,2022-04-01,2022-04-30,20,04,2.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,21,04,1.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,22,04,1.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,23,04,5.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,24,04,3.0,2.0,932
Compact SUV,2020,2022-04-01,2022-04-30,25,04,3.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,26,04,3.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,27,04,2.0,,932
Compact SUV,2020,2022-04-01,2022-04-30,28,04,1.0,,932
Compact SUV,2020,2022-05-01,2022-05-31,13,05,,1.0,910
Compact SUV,2020,2022-05-01,2022-05-31,21,05,3.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,22,05,,1.0,910
Compact SUV,2020,2022-05-01,2022-05-31,23,05,2.0,1.0,910
Compact SUV,2020,2022-05-01,2022-05-31,24,05,7.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,25,05,2.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,26,05,4.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,27,05,4.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,28,05,1.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,29,05,3.0,,910
Compact SUV,2020,2022-05-01,2022-05-31,30,05,2.0,,910
Compact SUV,2020,2022-06-01,2022-06-30,18,06,,2.0,882
Compact SUV,2020,2022-06-01,2022-06-30,20,06,2.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,21,06,1.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,22,06,5.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,23,06,2.0,1.0,882
Compact SUV,2020,2022-06-01,2022-06-30,24,06,4.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,25,06,4.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,26,06,3.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,27,06,4.0,2.0,882
Compact SUV,2020,2022-06-01,2022-06-30,28,06,5.0,1.0,882
Compact SUV,2020,2022-06-01,2022-06-30,29,06,1.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,30,06,1.0,,882
Compact SUV,2020,2022-06-01,2022-06-30,32,06,1.0,,882
Compact SUV,2020,2022-07-01,2022-07-31,17,07,1.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,19,07,,1.0,848
Compact SUV,2020,2022-07-01,2022-07-31,20,07,,1.0,848
Compact SUV,2020,2022-07-01,2022-07-31,21,07,2.0,1.0,848
Compact SUV,2020,2022-07-01,2022-07-31,22,07,1.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,23,07,7.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,24,07,3.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,25,07,3.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,26,07,4.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,27,07,8.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,28,07,1.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,29,07,5.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,30,07,2.0,,848
Compact SUV,2020,2022-07-01,2022-07-31,31,07,1.0,,848
Compact SUV,2020,2022-08-01,2022-08-31,20,08,2.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,21,08,2.0,1.0,810
Compact SUV,2020,2022-08-01,2022-08-31,22,08,2.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,23,08,4.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,24,08,6.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,25,08,5.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,26,08,6.0,1.0,810
Compact SUV,2020,2022-08-01,2022-08-31,27,08,1.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,28,08,4.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,29,08,1.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,30,08,2.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,31,08,2.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,32,08,4.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,33,08,1.0,,810
Compact SUV,2020,2022-08-01,2022-08-31,34,08,1.0,,810
Compact SUV,2020,2022-09-01,2022-09-30,17,09,,1.0,765
Compact SUV,2020,2022-09-01,2022-09-30,20,09,2.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,21,09,2.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,22,09,3.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,23,09,2.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,24,09,6.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,25,09,6.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,26,09,4.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,27,09,3.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,28,09,1.0,1.0,765
Compact SUV,2020,2022-09-01,2022-09-30,29,09,5.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,30,09,5.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,31,09,1.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,32,09,3.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,33,09,1.0,,765
Compact SUV,2020,2022-09-01,2022-09-30,34,09,1.0,,765
Compact SUV,2020,2022-10-01,2022-10-31,21,10,1.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,22,10,3.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,23,10,5.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,24,10,7.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,25,10,12.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,26,10,5.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,27,10,4.0,1.0,723
Compact SUV,2020,2022-10-01,2022-10-31,28,10,7.0,1.0,723
Compact SUV,2020,2022-10-01,2022-10-31,29,10,1.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,30,10,4.0,1.0,723
Compact SUV,2020,2022-10-01,2022-10-31,31,10,6.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,32,10,1.0,,723
Compact SUV,2020,2022-10-01,2022-10-31,34,10,1.0,,723
Compact SUV,2020,2022-11-01,2022-11-30,20,11,1.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,22,11,3.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,23,11,2.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,24,11,4.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,25,11,3.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,26,11,5.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,27,11,8.0,1.0,663
Compact SUV,2020,2022-11-01,2022-11-30,28,11,3.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,29,11,8.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,30,11,2.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,31,11,6.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,32,11,1.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,34,11,2.0,,663
Compact SUV,2020,2022-11-01,2022-11-30,36,11,2.0,,663
Compact SUV,2020,2022-12-01,2022-12-31,22,12,3.0,1.0,614
Compact SUV,2020,2022-12-01,2022-12-31,23,12,1.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,24,12,3.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,25,12,4.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,26,12,3.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,27,12,4.0,2.0,614
Compact SUV,2020,2022-12-01,2022-12-31,28,12,5.0,1.0,614
Compact SUV,2020,2022-12-01,2022-12-31,29,12,2.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,30,12,4.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,31,12,9.0,1.0,614
Compact SUV,2020,2022-12-01,2022-12-31,32,12,2.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,33,12,4.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,34,12,1.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,35,12,1.0,,614
Compact SUV,2020,2022-12-01,2022-12-31,36,12,4.0,,614
Compact SUV,2020,2023-01-01,2023-01-31,19,01,,1.0,565
Compact SUV,2020,2023-01-01,2023-01-31,20,01,1.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,22,01,1.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,24,01,4.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,25,01,4.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,26,01,1.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,27,01,8.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,28,01,8.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,29,01,5.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,30,01,6.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,31,01,4.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,32,01,3.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,33,01,5.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,35,01,3.0,,565
Compact SUV,2020,2023-01-01,2023-01-31,36,01,7.0,,565
Compact SUV,2020,2023-02-01,2023-02-28,22,02,2.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,23,02,2.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,24,02,3.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,25,02,1.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,26,02,3.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,27,02,4.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,28,02,5.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,29,02,3.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,30,02,3.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,31,02,2.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,32,02,4.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,33,02,1.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,35,02,2.0,,504
Compact SUV,2020,2023-02-01,2023-02-28,36,02,4.0,,504
Compact SUV,2020,2023-03-01,2023-03-31,22,03,1.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,23,03,,1.0,466
Compact SUV,2020,2023-03-01,2023-03-31,24,03,1.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,25,03,3.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,26,03,4.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,27,03,5.0,1.0,466
Compact SUV,2020,2023-03-01,2023-03-31,28,03,4.0,1.0,466
Compact SUV,2020,2023-03-01,2023-03-31,29,03,6.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,30,03,5.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,31,03,3.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,32,03,2.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,33,03,4.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,34,03,3.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,35,03,6.0,,466
Compact SUV,2020,2023-03-01,2023-03-31,36,03,11.0,,466
Compact SUV,2020,2023-04-01,2023-04-30,23,04,1.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,24,04,2.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,25,04,1.0,2.0,404
Compact SUV,2020,2023-04-01,2023-04-30,26,04,2.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,27,04,4.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,28,04,5.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,29,04,8.0,1.0,404
Compact SUV,2020,2023-04-01,2023-04-30,30,04,4.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,31,04,5.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,32,04,2.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,33,04,2.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,34,04,1.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,35,04,5.0,,404
Compact SUV,2020,2023-04-01,2023-04-30,36,04,14.0,,404
Compact SUV,2020,2023-05-01,2023-05-31,22,05,5.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,23,05,10.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,24,05,23.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,25,05,22.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,26,05,24.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,27,05,32.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,28,05,35.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,29,05,38.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,30,05,41.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,31,05,36.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,32,05,31.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,33,05,13.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,34,05,24.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,35,05,14.0,,351
Compact SUV,2020,2023-05-01,2023-05-31,36,05,5.0,,351
Compact SUV,2021,2021-04-01,2021-04-30,1,04,,2.0,187
Compact SUV,2021,2021-05-01,2021-05-31,0,05,,1.0,254
Compact SUV,2021,2021-05-01,2021-05-31,5,05,,1.0,254
Compact SUV,2021,2021-06-01,2021-06-30,2,06,,1.0,329
Compact SUV,2021,2021-06-01,2021-06-30,3,06,,2.0,329
Compact SUV,2021,2021-06-01,2021-06-30,4,06,,1.0,329
Compact SUV,2021,2021-06-01,2021-06-30,8,06,,1.0,329
Compact SUV,2021,2021-07-01,2021-07-31,1,07,,1.0,422
Compact SUV,2021,2021-07-01,2021-07-31,3,07,,1.0,422
Compact SUV,2021,2021-07-01,2021-07-31,5,07,,2.0,422
Compact SUV,2021,2021-07-01,2021-07-31,6,07,,1.0,422
Compact SUV,2021,2021-09-01,2021-09-30,0,09,,1.0,589
Compact SUV,2021,2021-09-01,2021-09-30,2,09,,2.0,589
Compact SUV,2021,2021-10-01,2021-10-31,0,10,,1.0,671
Compact SUV,2021,2021-10-01,2021-10-31,1,10,,2.0,671
Compact SUV,2021,2021-10-01,2021-10-31,2,10,,4.0,671
Compact SUV,2021,2021-10-01,2021-10-31,4,10,,1.0,671
Compact SUV,2021,2021-10-01,2021-10-31,6,10,,1.0,671
Compact SUV,2021,2021-10-01,2021-10-31,7,10,,1.0,671
Compact SUV,2021,2021-10-01,2021-10-31,8,10,,1.0,671
Compact SUV,2021,2021-10-01,2021-10-31,10,10,,1.0,671
Compact SUV,2021,2021-11-01,2021-11-30,1,11,,2.0,736
Compact SUV,2021,2021-11-01,2021-11-30,2,11,,1.0,736
Compact SUV,2021,2021-11-01,2021-11-30,6,11,,1.0,736
Compact SUV,2021,2021-11-01,2021-11-30,7,11,,1.0,736
Compact SUV,2021,2021-12-01,2021-12-31,1,12,,2.0,802
Compact SUV,2021,2021-12-01,2021-12-31,2,12,,1.0,802
Compact SUV,2021,2021-12-01,2021-12-31,5,12,,2.0,802
Compact SUV,2021,2021-12-01,2021-12-31,6,12,,2.0,802
Compact SUV,2021,2021-12-01,2021-12-31,7,12,,1.0,802
Compact SUV,2021,2021-12-01,2021-12-31,9,12,,2.0,802
Compact SUV,2021,2022-01-01,2022-01-31,0,01,,1.0,870
Compact SUV,2021,2022-01-01,2022-01-31,1,01,,1.0,870
Compact SUV,2021,2022-02-01,2022-02-28,2,02,,1.0,902
Compact SUV,2021,2022-02-01,2022-02-28,3,02,,2.0,902
Compact SUV,2021,2022-02-01,2022-02-28,5,02,,2.0,902
Compact SUV,2021,2022-02-01,2022-02-28,6,02,,1.0,902
Compact SUV,2021,2022-02-01,2022-02-28,14,02,,1.0,902
Compact SUV,2021,2022-03-01,2022-03-31,3,03,,1.0,940
Compact SUV,2021,2022-03-01,2022-03-31,5,03,,1.0,940
Compact SUV,2021,2022-03-01,2022-03-31,6,03,,1.0,940
Compact SUV,2021,2022-03-01,2022-03-31,8,03,,1.0,940
Compact SUV,2021,2022-03-01,2022-03-31,10,03,,1.0,940
Compact SUV,2021,2022-04-01,2022-04-30,0,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,1,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,4,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,5,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,6,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,8,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,9,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,10,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,11,04,,2.0,969
Compact SUV,2021,2022-04-01,2022-04-30,13,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,16,04,,1.0,969
Compact SUV,2021,2022-04-01,2022-04-30,17,04,1.0,,969
Compact SUV,2021,2022-05-01,2022-05-31,6,05,,3.0,983
Compact SUV,2021,2022-05-01,2022-05-31,7,05,,2.0,983
Compact SUV,2021,2022-05-01,2022-05-31,8,05,,1.0,983
Compact SUV,2021,2022-05-01,2022-05-31,13,05,,1.0,983
Compact SUV,2021,2022-06-01,2022-06-30,6,06,,1.0,996
Compact SUV,2021,2022-06-01,2022-06-30,7,06,,1.0,996
Compact SUV,2021,2022-06-01,2022-06-30,8,06,,1.0,996
Compact SUV,2021,2022-06-01,2022-06-30,10,06,,1.0,996
Compact SUV,2021,2022-06-01,2022-06-30,11,06,,2.0,996
Compact SUV,2021,2022-06-01,2022-06-30,17,06,,2.0,996
Compact SUV,2021,2022-07-01,2022-07-31,2,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,3,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,5,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,6,07,,3.0,999
Compact SUV,2021,2022-07-01,2022-07-31,7,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,10,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,11,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,13,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,15,07,,1.0,999
Compact SUV,2021,2022-07-01,2022-07-31,18,07,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,2,08,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,4,08,,2.0,999
Compact SUV,2021,2022-08-01,2022-08-31,5,08,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,7,08,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,9,08,,3.0,999
Compact SUV,2021,2022-08-01,2022-08-31,10,08,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,11,08,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,13,08,,2.0,999
Compact SUV,2021,2022-08-01,2022-08-31,15,08,,2.0,999
Compact SUV,2021,2022-08-01,2022-08-31,16,08,,2.0,999
Compact SUV,2021,2022-08-01,2022-08-31,17,08,,1.0,999
Compact SUV,2021,2022-08-01,2022-08-31,19,08,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,5,09,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,6,09,,3.0,999
Compact SUV,2021,2022-09-01,2022-09-30,9,09,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,10,09,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,14,09,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,15,09,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,16,09,,1.0,999
Compact SUV,2021,2022-09-01,2022-09-30,18,09,1.0,,999
Compact SUV,2021,2022-09-01,2022-09-30,19,09,1.0,,999
Compact SUV,2021,2022-09-01,2022-09-30,20,09,1.0,,999
Compact SUV,2021,2022-09-01,2022-09-30,22,09,1.0,,999
Compact SUV,2021,2022-09-01,2022-09-30,23,09,2.0,,999
Compact SUV,2021,2022-10-01,2022-10-31,7,10,,2.0,993
Compact SUV,2021,2022-10-01,2022-10-31,8,10,,1.0,993
Compact SUV,2021,2022-10-01,2022-10-31,9,10,,1.0,993
Compact SUV,2021,2022-10-01,2022-10-31,10,10,,2.0,993
Compact SUV,2021,2022-10-01,2022-10-31,14,10,,1.0,993
Compact SUV,2021,2022-10-01,2022-10-31,15,10,,1.0,993
Compact SUV,2021,2022-10-01,2022-10-31,16,10,,1.0,993
Compact SUV,2021,2022-10-01,2022-10-31,19,10,,1.0,993
Compact SUV,2021,2022-10-01,2022-10-31,22,10,1.0,,993
Compact SUV,2021,2022-10-01,2022-10-31,23,10,1.0,,993
Compact SUV,2021,2022-11-01,2022-11-30,8,11,,3.0,991
Compact SUV,2021,2022-11-01,2022-11-30,9,11,,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,10,11,,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,11,11,,2.0,991
Compact SUV,2021,2022-11-01,2022-11-30,12,11,,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,14,11,,2.0,991
Compact SUV,2021,2022-11-01,2022-11-30,15,11,,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,16,11,,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,17,11,1.0,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,19,11,,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,20,11,1.0,1.0,991
Compact SUV,2021,2022-11-01,2022-11-30,25,11,1.0,,991
Compact SUV,2021,2022-12-01,2022-12-31,11,12,,2.0,988
Compact SUV,2021,2022-12-01,2022-12-31,12,12,,1.0,988
Compact SUV,2021,2022-12-01,2022-12-31,14,12,,1.0,988
Compact SUV,2021,2022-12-01,2022-12-31,17,12,,1.0,988
Compact SUV,2021,2022-12-01,2022-12-31,18,12,,2.0,988
Compact SUV,2021,2022-12-01,2022-12-31,19,12,1.0,1.0,988
Compact SUV,2021,2022-12-01,2022-12-31,20,12,1.0,1.0,988
Compact SUV,2021,2022-12-01,2022-12-31,21,12,1.0,,988
Compact SUV,2021,2022-12-01,2022-12-31,22,12,2.0,,988
Compact SUV,2021,2022-12-01,2022-12-31,23,12,1.0,,988
Compact SUV,2021,2022-12-01,2022-12-31,24,12,1.0,,988
Compact SUV,2021,2022-12-01,2022-12-31,25,12,1.0,,988
Compact SUV,2021,2022-12-01,2022-12-31,26,12,1.0,,988
Compact SUV,2021,2023-01-01,2023-01-31,9,01,,1.0,979
Compact SUV,2021,2023-01-01,2023-01-31,10,01,,2.0,979
