car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties,ln_warranties
Compact SUV,2019,2022-08-01,2022-08-31,29,08,7.0,0.0,196,5.278114659230517
Compact SUV,2019,2022-08-01,2022-08-31,31,08,2.0,0.0,196,5.278114659230517
Compact SUV,2019,2022-08-01,2022-08-31,32,08,5.0,0.0,196,5.278114659230517
Compact SUV,2019,2022-08-01,2022-08-31,34,08,1.0,0.0,196,5.278114659230517
Compact SUV,2019,2022-08-01,2022-08-31,35,08,2.0,0.0,196,5.278114659230517
Compact SUV,2019,2022-08-01,2022-08-31,36,08,15.0,0.0,196,5.278114659230517
Compact SUV,2019,2022-09-01,2022-09-30,26,09,1.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,27,09,1.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,30,09,2.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,31,09,3.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,32,09,3.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,33,09,3.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,34,09,1.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,35,09,1.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-09-01,2022-09-30,36,09,17.0,0.0,161,5.081404364984463
Compact SUV,2019,2022-10-01,2022-10-31,27,10,1.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,28,10,2.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,29,10,3.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,30,10,2.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,31,10,1.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,32,10,4.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,33,10,7.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,34,10,2.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,35,10,1.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-10-01,2022-10-31,36,10,16.0,0.0,128,4.852030263919617
Compact SUV,2019,2022-11-01,2022-11-30,29,11,1.0,0.0,89,4.48863636973214
Compact SUV,2019,2022-11-01,2022-11-30,30,11,2.0,0.0,89,4.48863636973214
Compact SUV,2019,2022-11-01,2022-11-30,32,11,2.0,0.0,89,4.48863636973214
Compact SUV,2019,2022-11-01,2022-11-30,34,11,3.0,0.0,89,4.48863636973214
Compact SUV,2019,2022-11-01,2022-11-30,35,11,1.0,0.0,89,4.48863636973214
Compact SUV,2019,2022-11-01,2022-11-30,36,11,14.0,0.0,89,4.48863636973214
Compact SUV,2019,2022-12-01,2022-12-31,29,12,2.0,0.0,66,4.189654742026425
Compact SUV,2019,2022-12-01,2022-12-31,31,12,1.0,0.0,66,4.189654742026425
Compact SUV,2019,2022-12-01,2022-12-31,32,12,2.0,0.0,66,4.189654742026425
Compact SUV,2019,2022-12-01,2022-12-31,33,12,3.0,0.0,66,4.189654742026425
Compact SUV,2019,2022-12-01,2022-12-31,34,12,1.0,0.0,66,4.189654742026425
Compact SUV,2019,2022-12-01,2022-12-31,35,12,2.0,0.0,66,4.189654742026425
Compact SUV,2019,2022-12-01,2022-12-31,36,12,10.0,0.0,66,4.189654742026425
Compact SUV,2019,2023-01-01,2023-01-31,32,01,2.0,0.0,46,3.828641396489095
Compact SUV,2019,2023-01-01,2023-01-31,33,01,1.0,0.0,46,3.828641396489095
Compact SUV,2019,2023-01-01,2023-01-31,34,01,1.0,0.0,46,3.828641396489095
Compact SUV,2019,2023-01-01,2023-01-31,35,01,1.0,0.0,46,3.828641396489095
Compact SUV,2019,2023-01-01,2023-01-31,36,01,11.0,0.0,46,3.828641396489095
Compact SUV,2019,2023-02-01,2023-02-28,32,02,2.0,0.0,28,3.332204510175204
Compact SUV,2019,2023-02-01,2023-02-28,33,02,1.0,0.0,28,3.332204510175204
Compact SUV,2019,2023-02-01,2023-02-28,34,02,1.0,0.0,28,3.332204510175204
Compact SUV,2019,2023-02-01,2023-02-28,35,02,1.0,0.0,28,3.332204510175204
Compact SUV,2019,2023-02-01,2023-02-28,36,02,5.0,0.0,28,3.332204510175204
Compact SUV,2019,2023-03-01,2023-03-31,33,03,1.0,0.0,19,2.9444389791664403
Compact SUV,2019,2023-03-01,2023-03-31,35,03,1.0,0.0,19,2.9444389791664403
Compact SUV,2019,2023-03-01,2023-03-31,36,03,3.0,0.0,19,2.9444389791664403
Compact SUV,2019,2023-04-01,2023-04-30,34,04,2.0,0.0,15,2.70805020110221
Compact SUV,2019,2023-04-01,2023-04-30,35,04,2.0,0.0,15,2.70805020110221
Compact SUV,2019,2023-04-01,2023-04-30,36,04,6.0,0.0,15,2.70805020110221
Compact SUV,2019,2023-05-01,2023-05-31,34,05,2.0,0.0,5,1.6094379124341003
Compact SUV,2019,2023-05-01,2023-05-31,35,05,2.0,0.0,5,1.6094379124341003
Compact SUV,2019,2023-05-01,2023-05-31,36,05,1.0,0.0,5,1.6094379124341003
Compact SUV,2020,2019-11-01,2019-11-30,0,11,0.0,1.0,16,2.772588722239781
Compact SUV,2020,2020-02-01,2020-02-29,2,02,0.0,1.0,111,4.709530201312334
Compact SUV,2020,2020-04-01,2020-04-30,3,04,0.0,1.0,228,5.429345628954441
Compact SUV,2020,2020-05-01,2020-05-31,2,05,0.0,1.0,291,5.673323267171493
Compact SUV,2020,2020-05-01,2020-05-31,5,05,0.0,1.0,291,5.673323267171493
Compact SUV,2020,2020-06-01,2020-06-30,1,06,0.0,1.0,355,5.872117789475416
Compact SUV,2020,2020-06-01,2020-06-30,2,06,0.0,1.0,355,5.872117789475416
Compact SUV,2020,2020-06-01,2020-06-30,3,06,0.0,1.0,355,5.872117789475416
Compact SUV,2020,2020-06-01,2020-06-30,4,06,0.0,1.0,355,5.872117789475416
Compact SUV,2020,2020-07-01,2020-07-31,1,07,0.0,1.0,417,6.0330862217988015
Compact SUV,2020,2020-08-01,2020-08-31,0,08,0.0,1.0,491,6.19644412779452
Compact SUV,2020,2020-08-01,2020-08-31,5,08,0.0,1.0,491,6.19644412779452
Compact SUV,2020,2020-09-01,2020-09-30,3,09,0.0,1.0,573,6.35088571671474
Compact SUV,2020,2020-10-01,2020-10-31,1,10,0.0,1.0,656,6.486160788944089
Compact SUV,2020,2020-11-01,2020-11-30,0,11,0.0,1.0,735,6.5998704992128365
Compact SUV,2020,2020-12-01,2020-12-31,2,12,0.0,1.0,799,6.683360945766275
Compact SUV,2020,2020-12-01,2020-12-31,9,12,0.0,1.0,799,6.683360945766275
Compact SUV,2020,2021-01-01,2021-01-31,2,01,0.0,1.0,857,6.75343791859778
Compact SUV,2020,2021-01-01,2021-01-31,4,01,0.0,1.0,857,6.75343791859778
Compact SUV,2020,2021-01-01,2021-01-31,6,01,0.0,2.0,857,6.75343791859778
Compact SUV,2020,2021-01-01,2021-01-31,11,01,0.0,1.0,857,6.75343791859778
Compact SUV,2020,2021-01-01,2021-01-31,12,01,0.0,1.0,857,6.75343791859778
Compact SUV,2020,2021-02-01,2021-02-28,2,02,0.0,1.0,902,6.804614520062624
Compact SUV,2020,2021-02-01,2021-02-28,3,02,0.0,1.0,902,6.804614520062624
Compact SUV,2020,2021-02-01,2021-02-28,4,02,0.0,1.0,902,6.804614520062624
Compact SUV,2020,2021-02-01,2021-02-28,6,02,0.0,1.0,902,6.804614520062624
Compact SUV,2020,2021-02-01,2021-02-28,14,02,0.0,1.0,902,6.804614520062624
Compact SUV,2020,2021-03-01,2021-03-31,3,03,0.0,1.0,933,6.838405200847344
Compact SUV,2020,2021-03-01,2021-03-31,6,03,0.0,2.0,933,6.838405200847344
Compact SUV,2020,2021-03-01,2021-03-31,14,03,0.0,1.0,933,6.838405200847344
Compact SUV,2020,2021-04-01,2021-04-30,5,04,0.0,1.0,959,6.8658910748834385
Compact SUV,2020,2021-04-01,2021-04-30,7,04,0.0,1.0,959,6.8658910748834385
Compact SUV,2020,2021-04-01,2021-04-30,12,04,0.0,1.0,959,6.8658910748834385
Compact SUV,2020,2021-04-01,2021-04-30,13,04,0.0,1.0,959,6.8658910748834385
Compact SUV,2020,2021-05-01,2021-05-31,5,05,0.0,1.0,985,6.892641641172089
Compact SUV,2020,2021-05-01,2021-05-31,7,05,0.0,1.0,985,6.892641641172089
Compact SUV,2020,2021-05-01,2021-05-31,9,05,0.0,2.0,985,6.892641641172089
Compact SUV,2020,2021-06-01,2021-06-30,5,06,0.0,1.0,995,6.902742737158593
Compact SUV,2020,2021-06-01,2021-06-30,8,06,0.0,1.0,995,6.902742737158593
Compact SUV,2020,2021-06-01,2021-06-30,16,06,0.0,1.0,995,6.902742737158593
Compact SUV,2020,2021-07-01,2021-07-31,5,07,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-07-01,2021-07-31,11,07,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-08-01,2021-08-31,6,08,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-08-01,2021-08-31,9,08,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-08-01,2021-08-31,11,08,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-08-01,2021-08-31,12,08,0.0,3.0,1000,6.907755278982137
Compact SUV,2020,2021-08-01,2021-08-31,15,08,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-08-01,2021-08-31,16,08,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-09-01,2021-09-30,2,09,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-09-01,2021-09-30,4,09,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-09-01,2021-09-30,10,09,0.0,2.0,1000,6.907755278982137
Compact SUV,2020,2021-09-01,2021-09-30,16,09,0.0,2.0,1000,6.907755278982137
Compact SUV,2020,2021-10-01,2021-10-31,10,10,0.0,2.0,1000,6.907755278982137
Compact SUV,2020,2021-10-01,2021-10-31,16,10,0.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-10-01,2021-10-31,18,10,1.0,1.0,1000,6.907755278982137
Compact SUV,2020,2021-10-01,2021-10-31,22,10,1.0,0.0,1000,6.907755278982137
Compact SUV,2020,2021-10-01,2021-10-31,23,10,1.0,0.0,1000,6.907755278982137
Compact SUV,2020,2021-10-01,2021-10-31,24,10,1.0,0.0,1000,6.907755278982137
Compact SUV,2020,2021-11-01,2021-11-30,8,11,0.0,1.0,996,6.903747257584598
Compact SUV,2020,2021-11-01,2021-11-30,14,11,0.0,1.0,996,6.903747257584598
Compact SUV,2020,2021-11-01,2021-11-30,21,11,3.0,1.0,996,6.903747257584598
Compact SUV,2020,2021-11-01,2021-11-30,23,11,0.0,1.0,996,6.903747257584598
Compact SUV,2020,2021-11-01,2021-11-30,24,11,0.0,1.0,996,6.903747257584598
Compact SUV,2020,2021-11-01,2021-11-30,25,11,2.0,0.0,996,6.903747257584598
Compact SUV,2020,2021-12-01,2021-12-31,8,12,0.0,1.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,14,12,0.0,1.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,15,12,0.0,1.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,18,12,0.0,1.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,19,12,1.0,0.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,20,12,1.0,0.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,21,12,1.0,0.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,22,12,2.0,0.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,23,12,1.0,0.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,24,12,1.0,0.0,991,6.898714534329988
Compact SUV,2020,2021-12-01,2021-12-31,25,12,2.0,0.0,991,6.898714534329988
Compact SUV,2020,2022-01-01,2022-01-31,12,01,0.0,1.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,15,01,0.0,1.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,16,01,1.0,1.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,22,01,1.0,0.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,23,01,5.0,0.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,24,01,1.0,0.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,25,01,2.0,0.0,981,6.8885724595653635
Compact SUV,2020,2022-01-01,2022-01-31,26,01,1.0,0.0,981,6.8885724595653635
Compact SUV,2020,2022-02-01,2022-02-28,14,02,0.0,1.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,17,02,0.0,1.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,19,02,1.0,0.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,21,02,4.0,0.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,22,02,2.0,0.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,23,02,2.0,1.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,24,02,0.0,1.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,25,02,3.0,0.0,971,6.878326468291325
Compact SUV,2020,2022-02-01,2022-02-28,26,02,4.0,0.0,971,6.878326468291325
Compact SUV,2020,2022-03-01,2022-03-31,17,03,1.0,1.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,18,03,0.0,1.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,19,03,1.0,0.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,20,03,1.0,1.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,22,03,6.0,0.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,23,03,2.0,0.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,24,03,4.0,0.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,25,03,7.0,0.0,955,6.86171134048073
Compact SUV,2020,2022-03-01,2022-03-31,28,03,1.0,0.0,955,6.86171134048073
Compact SUV,2020,2022-04-01,2022-04-30,17,04,0.0,1.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,19,04,1.0,1.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,20,04,2.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,21,04,1.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,22,04,1.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,23,04,5.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,24,04,3.0,2.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,25,04,3.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,26,04,3.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,27,04,2.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-04-01,2022-04-30,28,04,1.0,0.0,932,6.837332814685591
Compact SUV,2020,2022-05-01,2022-05-31,13,05,0.0,1.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,21,05,3.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,22,05,0.0,1.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,23,05,2.0,1.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,24,05,7.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,25,05,2.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,26,05,4.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,27,05,4.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,28,05,1.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,29,05,3.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-05-01,2022-05-31,30,05,2.0,0.0,910,6.813444599510896
Compact SUV,2020,2022-06-01,2022-06-30,18,06,0.0,2.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,20,06,2.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,21,06,1.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,22,06,5.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,23,06,2.0,1.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,24,06,4.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,25,06,4.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,26,06,3.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,27,06,4.0,2.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,28,06,5.0,1.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,29,06,1.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,30,06,1.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-06-01,2022-06-30,32,06,1.0,0.0,882,6.782192056006791
Compact SUV,2020,2022-07-01,2022-07-31,17,07,1.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,19,07,0.0,1.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,20,07,0.0,1.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,21,07,2.0,1.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,22,07,1.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,23,07,7.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,24,07,3.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,25,07,3.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,26,07,4.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,27,07,8.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,28,07,1.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,29,07,5.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,30,07,2.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-07-01,2022-07-31,31,07,1.0,0.0,848,6.742880635791903
Compact SUV,2020,2022-08-01,2022-08-31,20,08,2.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,21,08,2.0,1.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,22,08,2.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,23,08,4.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,24,08,6.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,25,08,5.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,26,08,6.0,1.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,27,08,1.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,28,08,4.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,29,08,1.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,30,08,2.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,31,08,2.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,32,08,4.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,33,08,1.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-08-01,2022-08-31,34,08,1.0,0.0,810,6.697034247666484
Compact SUV,2020,2022-09-01,2022-09-30,17,09,0.0,1.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,20,09,2.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,21,09,2.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,22,09,3.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,23,09,2.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,24,09,6.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,25,09,6.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,26,09,4.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,27,09,3.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,28,09,1.0,1.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,29,09,5.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,30,09,5.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,31,09,1.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,32,09,3.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,33,09,1.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-09-01,2022-09-30,34,09,1.0,0.0,765,6.639875833826536
Compact SUV,2020,2022-10-01,2022-10-31,21,10,1.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,22,10,3.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,23,10,5.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,24,10,7.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,25,10,12.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,26,10,5.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,27,10,4.0,1.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,28,10,7.0,1.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,29,10,1.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,30,10,4.0,1.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,31,10,6.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,32,10,1.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-10-01,2022-10-31,34,10,1.0,0.0,723,6.583409222158765
Compact SUV,2020,2022-11-01,2022-11-30,20,11,1.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,22,11,3.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,23,11,2.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,24,11,4.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,25,11,3.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,26,11,5.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,27,11,8.0,1.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,28,11,3.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,29,11,8.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,30,11,2.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,31,11,6.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,32,11,1.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,34,11,2.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-11-01,2022-11-30,36,11,2.0,0.0,663,6.4967749901858625
Compact SUV,2020,2022-12-01,2022-12-31,22,12,3.0,1.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,23,12,1.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,24,12,3.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,25,12,4.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,26,12,3.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,27,12,4.0,2.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,28,12,5.0,1.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,29,12,2.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,30,12,4.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,31,12,9.0,1.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,32,12,2.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,33,12,4.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,34,12,1.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,35,12,1.0,0.0,614,6.419994928147142
Compact SUV,2020,2022-12-01,2022-12-31,36,12,4.0,0.0,614,6.419994928147142
Compact SUV,2020,2023-01-01,2023-01-31,19,01,0.0,1.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,20,01,1.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,22,01,1.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,24,01,4.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,25,01,4.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,26,01,1.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,27,01,8.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,28,01,8.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,29,01,5.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,30,01,6.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,31,01,4.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,32,01,3.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,33,01,5.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,35,01,3.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-01-01,2023-01-31,36,01,7.0,0.0,565,6.336825731146441
Compact SUV,2020,2023-02-01,2023-02-28,22,02,2.0,0.0,504,6.222576268071369
Compact SUV,2020,2023-02-01,2023-02-28,23,02,2.0,0.0,504,6.222576268071369
Compact SUV,2020,2023-02-01,2023-02-28,24,02,3.0,0.0,504,6.222576268071369
Compact SUV,2020,2023-02-01,2023-02-28,25,02,1.0,0.0,504,6.222576268071369
